loan_amnt,term,int_rate,credit,emp_length,home_ownership,annual_inc,dti,bad_loans
4000, 36 months,12.73,4,11,RENT,48804.0,8.73,1
12000, 36 months,18.55,3,6,RENT,92000.0,5.31,1
24000, 36 months,10.62,5,11,MORTGAGE,320000.0,4.32,1
10050, 60 months,13.06,4,1,MORTGAGE,39000.0,8.49,1
35000, 60 months,19.42,2,3,RENT,250000.0,11.29,0
2600, 36 months,12.69,5,2,RENT,9600.0,1.25,0
17475, 36 months,11.99,5,2,RENT,45000.0,22.35,0
15000, 36 months,14.65,4,8,MORTGAGE,120000.0,9.49,0
3500, 36 months,6.03,6,11,MORTGAGE,95000.0,5.0,0
15000, 36 months,15.95,3,0,RENT,36144.0,13.68,1
5000, 36 months,11.86,5,3,MORTGAGE,85000.0,9.3,1
12000, 36 months,11.99,5,1,RENT,70000.0,14.25,0
10000, 36 months,11.99,5,4,RENT,45000.0,14.64,1
5000, 36 months,9.88,5,9,MORTGAGE,54996.0,14.34,1
20400, 60 months,13.99,4,6,MORTGAGE,69218.0,20.72,0
15000, 36 months,11.99,5,5,RENT,62000.0,15.9,1
12000, 36 months,9.91,5,4,RENT,100000.0,9.44,0
6775, 36 months,15.22,4,6,RENT,24400.0,23.66,1
1000, 36 months,14.27,4,2,RENT,64548.0,14.13,0
8000, 36 months,17.27,3,3,MORTGAGE,84000.0,8.87,0
8800, 36 months,6.03,6,9,RENT,65000.0,7.03,0
4800, 36 months,18.79,2,11,MORTGAGE,99996.0,8.8,0
12000, 36 months,7.49,6,11,OWN,51000.0,7.81,0
12000, 60 months,11.99,5,9,MORTGAGE,51600.0,19.07,1
6900, 36 months,10.65,5,3,MORTGAGE,120000.0,13.42,0
12000, 60 months,17.76,3,0,RENT,46076.0,21.8,1
5500, 36 months,13.49,4,2,MORTGAGE,70000.0,1.34,0
16400, 60 months,22.48,0,2,RENT,37000.0,8.17,1
4000, 36 months,5.42,6,11,MORTGAGE,55000.0,0.96,0
10000, 36 months,8.49,6,11,MORTGAGE,50000.0,13.58,1
12000, 60 months,18.64,2,3,MORTGAGE,60000.0,13.74,0
6000, 60 months,13.06,4,1,MORTGAGE,45100.0,2.31,1
5200, 60 months,17.27,3,2,RENT,36000.0,19.4,1
16750, 36 months,10.38,5,9,MORTGAGE,60996.0,13.36,1
5000, 36 months,14.27,4,5,MORTGAGE,111740.0,20.62,0
5000, 36 months,7.49,6,5,RENT,75000.0,9.06,1
3600, 36 months,6.99,6,8,MORTGAGE,60000.0,8.32,0
15000, 36 months,15.58,3,2,RENT,65004.0,14.23,1
3000, 36 months,12.73,4,3,RENT,100000.0,17.18,1
1000, 36 months,16.69,2,3,RENT,14400.0,15.67,1
5000, 36 months,12.73,4,9,MORTGAGE,138996.0,8.12,1
3000, 36 months,20.31,3,2,OWN,45000.0,16.96,1
9500, 36 months,17.56,3,2,RENT,28000.0,25.11,1
12000, 60 months,11.99,5,2,MORTGAGE,44400.0,16.38,0
9475, 36 months,13.99,4,11,MORTGAGE,66901.0,19.32,0
4200, 36 months,9.99,5,3,RENT,31500.0,22.79,0
5850, 36 months,13.49,4,7,MORTGAGE,31200.0,24.19,0
25000, 60 months,18.25,3,11,MORTGAGE,90000.0,2.88,0
5500, 36 months,13.67,5,4,OWN,34500.0,27.17,1
6000, 36 months,8.9,6,11,MORTGAGE,60000.0,17.28,0
23675, 60 months,25.57,1,11,RENT,100000.0,32.32,1
20000, 36 months,13.99,4,1,MORTGAGE,52000.0,11.7,0
24000, 36 months,5.99,6,11,MORTGAGE,135000.0,8.94,0
25000, 36 months,9.91,5,0,MORTGAGE,110000.0,4.19,0
8000, 36 months,11.99,5,11,RENT,40000.0,24.9,1
5000, 36 months,13.48,4,4,RENT,45600.0,11.21,1
15000, 60 months,12.69,5,2,MORTGAGE,54000.0,15.8,0
8000, 36 months,11.26,5,2,OWN,24996.0,0.34,1
23000, 36 months,12.36,3,4,RENT,95000.0,16.07,1
5000, 36 months,11.54,4,10,MORTGAGE,55000.0,10.0,1
3000, 36 months,9.91,5,4,RENT,15000.0,12.56,0
7600, 36 months,15.62,3,1,RENT,55000.0,7.88,0
10000, 36 months,6.99,6,11,MORTGAGE,80000.0,11.37,0
12000, 36 months,15.27,4,3,RENT,85000.0,3.9,0
22000, 60 months,13.49,4,4,MORTGAGE,45000.0,7.97,1
4000, 36 months,11.71,5,3,RENT,150000.0,4.34,1
18000, 60 months,15.22,4,0,RENT,51300.0,25.5,1
16000, 60 months,15.22,4,11,OWN,50200.0,9.94,1
21250, 60 months,17.27,3,8,MORTGAGE,150000.0,10.11,0
7200, 36 months,11.71,5,1,RENT,31700.0,2.01,1
5400, 36 months,11.49,5,4,RENT,24000.0,17.2,0
8125, 60 months,16.89,3,11,MORTGAGE,59750.0,20.65,1
4550, 60 months,7.88,6,6,MORTGAGE,80000.0,1.88,1
20000, 36 months,11.99,5,3,RENT,90000.0,20.6,0
10000, 36 months,16.89,3,5,RENT,74520.0,20.87,0
8000, 36 months,6.62,6,0,MORTGAGE,61200.0,15.73,0
18300, 36 months,10.62,5,8,MORTGAGE,79000.0,17.27,1
6000, 36 months,7.9,6,6,MORTGAGE,139200.0,20.09,0
11100, 36 months,19.52,3,3,RENT,35000.0,14.52,1
6000, 36 months,15.23,4,8,RENT,65000.0,7.68,0
35000, 60 months,19.97,3,8,RENT,110000.0,12.36,1
6000, 36 months,17.57,3,4,MORTGAGE,65000.0,22.54,1
12000, 60 months,11.49,5,5,MORTGAGE,60000.0,10.38,0
8000, 36 months,13.16,4,3,OWN,48000.0,4.42,1
4400, 36 months,11.49,5,4,RENT,30000.0,5.76,0
7000, 36 months,13.11,5,11,RENT,35000.0,18.89,1
9000, 36 months,11.55,5,11,MORTGAGE,78000.0,21.82,1
18000, 60 months,19.42,2,4,RENT,36000.0,3.27,0
24000, 60 months,24.5,1,11,MORTGAGE,70000.0,21.39,1
5900, 60 months,20.9,0,4,RENT,58100.0,18.82,1
4000, 36 months,16.49,3,7,RENT,30000.0,13.08,0
30000, 60 months,11.49,5,3,MORTGAGE,159996.0,18.59,1
14400, 36 months,8.9,6,1,OWN,150000.0,14.85,0
15000, 36 months,11.49,5,11,MORTGAGE,62916.0,6.07,0
8200, 36 months,6.62,6,1,MORTGAGE,65000.0,2.09,0
5500, 36 months,21.15,2,3,RENT,20000.0,23.64,1
6550, 36 months,7.9,6,4,RENT,29500.0,7.65,0
10000, 36 months,13.3,3,11,OWN,120000.0,6.31,1
9075, 36 months,12.99,5,3,MORTGAGE,33000.0,20.0,1
25000, 36 months,20.16,0,2,MORTGAGE,60000.0,8.04,1
9700, 36 months,10.99,5,2,MORTGAGE,34500.0,33.6,1
5150, 60 months,10.65,5,5,OWN,50400.0,15.74,0
10000, 60 months,21.15,2,9,RENT,60000.0,14.96,1
5000, 36 months,14.17,4,10,RENT,36000.0,14.13,1
4500, 36 months,10.59,5,2,MORTGAGE,42000.0,10.91,1
2000, 36 months,5.99,6,5,MORTGAGE,32000.0,9.71,0
14400, 60 months,12.99,4,11,MORTGAGE,48000.0,3.55,0
2500, 36 months,5.79,6,9,RENT,40000.0,14.7,1
6800, 36 months,9.91,5,5,RENT,53000.0,2.99,0
30000, 36 months,19.29,2,11,MORTGAGE,126500.0,18.24,0
12000, 60 months,19.04,1,9,MORTGAGE,100000.0,24.57,1
8000, 36 months,7.37,6,2,MORTGAGE,65004.0,2.77,1
5775, 36 months,9.99,5,0,MORTGAGE,83000.0,24.43,0
18000, 36 months,12.42,5,2,RENT,50000.0,23.45,0
3600, 36 months,9.99,5,3,RENT,67000.0,20.27,0
19000, 36 months,11.99,5,5,RENT,47000.0,19.4,0
5000, 36 months,15.1,4,11,OWN,35000.0,5.86,1
12000, 60 months,17.27,3,11,MORTGAGE,100000.0,12.46,0
12000, 36 months,8.9,6,8,OWN,40000.0,9.45,0
21000, 60 months,16.77,2,6,MORTGAGE,78000.0,9.85,1
3000, 36 months,12.69,5,0,MORTGAGE,39192.0,22.23,1
1000, 36 months,7.29,6,0,OWN,33240.0,12.96,1
4000, 36 months,14.27,4,3,RENT,16800.0,14.14,1
7800, 36 months,11.99,5,5,RENT,102000.0,4.88,0
3600, 36 months,10.65,5,8,MORTGAGE,76000.0,10.77,0
12000, 36 months,7.49,6,11,OWN,98000.0,6.65,0
20000, 36 months,16.49,3,3,RENT,60000.0,11.8,0
3600, 60 months,10.37,5,11,MORTGAGE,70000.0,21.29,1
21000, 60 months,11.71,5,3,RENT,75000.0,8.88,0
7500, 36 months,7.49,6,6,RENT,31000.0,23.11,0
12475, 36 months,6.62,6,6,MORTGAGE,66000.0,14.03,0
13500, 60 months,19.03,2,6,RENT,43200.0,12.11,0
7500, 36 months,11.97,4,2,MORTGAGE,145000.0,18.16,1
10000, 36 months,16.89,3,5,MORTGAGE,70000.0,11.21,0
8000, 60 months,13.35,4,1,RENT,36000.0,14.9,1
28000, 36 months,14.33,4,11,RENT,143788.0,17.39,1
15100, 36 months,16.71,1,10,MORTGAGE,50000.0,16.22,1
1500, 60 months,15.96,4,11,MORTGAGE,45000.0,24.77,1
10000, 36 months,9.63,6,2,RENT,30000.0,15.88,1
22000, 60 months,12.69,5,9,MORTGAGE,50000.0,27.96,0
6000, 36 months,13.49,4,11,MORTGAGE,96000.0,3.76,0
15000, 60 months,24.08,1,4,RENT,55000.0,7.66,1
4375, 36 months,8.49,6,6,RENT,50000.0,1.54,0
13500, 60 months,18.64,2,1,RENT,48000.0,10.85,0
2500, 60 months,17.56,2,5,MORTGAGE,54000.0,11.11,1
15450, 36 months,10.91,4,8,RENT,120000.0,16.97,1
7000, 36 months,11.71,5,11,MORTGAGE,22000.0,17.45,0
26000, 60 months,21.15,2,7,MORTGAGE,115000.0,16.98,1
35000, 60 months,16.89,3,10,MORTGAGE,120000.0,10.65,0
2400, 36 months,14.79,4,6,RENT,99999.0,12.48,1
15000, 36 months,17.27,3,3,MORTGAGE,44400.0,3.59,0
3000, 36 months,10.59,5,11,MORTGAGE,67000.0,19.18,0
35000, 60 months,12.42,5,10,RENT,80000.0,21.0,0
15000, 36 months,9.63,6,11,OTHER,70000.0,12.19,1
18000, 60 months,16.77,2,10,MORTGAGE,56500.0,22.81,1
10000, 36 months,6.03,6,11,MORTGAGE,60000.0,12.08,0
1500, 36 months,17.27,3,11,MORTGAGE,144000.0,8.23,0
28000, 60 months,17.76,3,1,MORTGAGE,130000.0,21.0,1
10000, 36 months,13.99,4,11,MORTGAGE,62000.0,11.19,0
23500, 36 months,13.49,4,1,MORTGAGE,48000.0,12.2,0
15500, 36 months,10.99,5,1,MORTGAGE,80000.0,11.25,0
9500, 36 months,15.31,3,5,MORTGAGE,36000.0,21.87,1
22250, 36 months,6.03,6,3,OWN,50000.0,5.01,1
1500, 36 months,5.99,6,0,OWN,57600.0,12.6,0
15000, 36 months,10.59,5,11,RENT,47881.0,10.23,0
15000, 36 months,12.21,5,2,RENT,45000.0,14.51,1
7500, 36 months,11.03,4,4,MORTGAGE,60000.0,16.12,1
10000, 36 months,16.77,3,2,RENT,38200.0,17.09,0
7000, 36 months,12.69,5,2,RENT,25000.0,16.51,0
13000, 36 months,17.76,3,5,MORTGAGE,70000.0,19.32,1
15000, 36 months,10.62,5,11,RENT,66000.0,9.55,1
4200, 36 months,19.2,3,3,RENT,25000.0,12.58,1
1000, 36 months,8.9,6,0,RENT,12480.0,6.35,0
3500, 36 months,13.49,4,5,RENT,79500.0,22.97,0
5000, 36 months,16.78,4,1,RENT,30000.0,19.88,1
24000, 36 months,15.96,4,9,MORTGAGE,90000.0,9.17,1
17200, 36 months,14.27,4,1,RENT,75000.0,12.8,0
1000, 36 months,12.42,5,8,MORTGAGE,36000.0,21.29,0
25000, 60 months,17.56,3,6,MORTGAGE,66000.0,11.75,1
15000, 36 months,12.99,3,3,MORTGAGE,90000.0,10.24,1
6000, 36 months,14.33,4,3,RENT,36480.0,4.84,1
10000, 36 months,6.91,6,3,MORTGAGE,62000.0,3.91,1
19000, 60 months,17.1,4,11,RENT,42539.0,14.36,1
5500, 36 months,23.1,2,6,RENT,62500.0,8.68,1
7000, 36 months,10.59,5,11,MORTGAGE,43200.0,3.47,1
6125, 36 months,14.65,4,11,OWN,66000.0,21.13,0
5300, 36 months,20.8,2,4,RENT,23000.0,26.56,1
18000, 60 months,10.65,5,4,RENT,78000.0,16.52,1
25000, 60 months,21.7,2,5,RENT,95000.0,28.25,1
5000, 36 months,6.99,6,6,RENT,32000.0,24.26,0
5000, 36 months,15.1,4,5,MORTGAGE,85000.0,7.92,1
16000, 60 months,14.3,4,3,RENT,38240.0,3.48,1
3600, 36 months,7.49,6,1,RENT,30000.0,15.72,0
10000, 36 months,14.61,3,2,MORTGAGE,60000.0,14.32,1
12000, 36 months,5.42,6,2,MORTGAGE,100000.0,7.54,0
9000, 36 months,6.62,6,5,MORTGAGE,96000.0,4.64,0
2875, 36 months,7.49,6,1,RENT,66000.0,21.6,0
15000, 36 months,17.1,4,1,RENT,70000.0,17.74,1
3000, 36 months,7.49,6,2,RENT,43200.0,17.39,0
4675, 36 months,22.9,2,2,RENT,35000.0,15.02,1
9600, 36 months,14.33,4,7,RENT,60902.0,18.11,1
12000, 36 months,6.62,6,11,MORTGAGE,165000.0,4.09,0
14000, 36 months,10.99,5,1,RENT,65000.0,21.14,0
6400, 36 months,9.99,5,4,RENT,112455.0,0.0,0
15000, 36 months,16.71,1,8,RENT,100000.0,29.04,1
19500, 60 months,16.77,3,11,MORTGAGE,85470.0,20.04,0
2600, 36 months,5.99,6,7,MORTGAGE,63000.0,4.43,1
35000, 60 months,20.2,3,6,MORTGAGE,97936.0,18.6,1
10800, 36 months,12.09,4,3,RENT,39288.0,5.53,1
7500, 36 months,12.69,5,10,RENT,40000.0,15.21,1
5000, 36 months,11.99,5,7,RENT,60000.0,18.62,1
6500, 36 months,14.3,4,7,RENT,33000.0,24.76,1
20000, 60 months,18.25,3,9,RENT,84000.0,23.14,0
14400, 36 months,22.11,0,11,MORTGAGE,140000.0,21.28,0
2500, 60 months,15.27,4,1,RENT,30000.0,1.0,1
3000, 36 months,10.99,5,0,MORTGAGE,71400.0,3.33,0
11200, 36 months,11.71,5,6,RENT,48000.0,8.68,0
23500, 36 months,13.98,4,11,MORTGAGE,77000.0,13.58,1
6000, 36 months,13.49,4,11,RENT,80000.0,11.58,0
7000, 36 months,8.9,6,5,MORTGAGE,100000.0,12.16,0
5000, 36 months,17.34,0,1,RENT,35000.0,26.78,1
18000, 36 months,11.71,5,6,MORTGAGE,95000.0,19.21,0
8450, 36 months,13.49,4,4,MORTGAGE,93080.0,11.13,0
35000, 60 months,23.22,0,2,MORTGAGE,120000.0,17.99,0
2500, 36 months,8.88,5,0,MORTGAGE,32400.0,19.44,1
14000, 36 months,6.99,6,8,RENT,70000.0,14.61,0
15000, 36 months,12.99,4,4,RENT,85100.0,9.41,0
1900, 36 months,13.49,4,6,RENT,32000.0,4.01,0
13250, 60 months,16.89,3,7,RENT,34000.0,21.0,1
21000, 36 months,15.62,3,11,MORTGAGE,90000.0,13.55,0
17600, 60 months,11.11,5,8,MORTGAGE,87000.0,14.21,1
17875, 60 months,24.08,1,1,MORTGAGE,46000.0,19.7,1
30000, 60 months,25.28,1,10,RENT,87000.0,19.63,1
3400, 36 months,11.49,5,8,MORTGAGE,60000.0,15.3,0
10000, 36 months,10.99,5,3,RENT,39996.0,11.82,0
18350, 36 months,19.52,3,9,RENT,41700.0,28.03,1
5500, 36 months,13.68,4,5,RENT,37500.0,20.61,1
7300, 36 months,11.71,5,5,RENT,50000.0,12.79,0
7000, 36 months,10.0,5,5,MORTGAGE,29500.0,19.4,1
5975, 36 months,11.49,5,5,MORTGAGE,34800.0,7.69,0
25000, 36 months,8.49,6,8,RENT,150000.0,6.0,0
7200, 36 months,12.42,5,7,RENT,49000.0,11.07,0
21000, 36 months,10.65,5,7,MORTGAGE,53004.0,2.06,0
5400, 36 months,7.49,6,5,RENT,60000.0,4.86,0
32875, 60 months,20.5,2,1,RENT,75000.0,25.42,1
6000, 60 months,7.49,6,11,MORTGAGE,72744.0,15.62,0
5500, 36 months,17.76,3,2,RENT,26000.0,5.4,1
12000, 36 months,11.49,5,11,MORTGAGE,55000.0,15.77,0
12000, 60 months,19.03,2,4,RENT,56000.0,24.45,0
14000, 36 months,10.14,5,1,MORTGAGE,75000.0,16.54,1
3000, 36 months,6.03,6,0,RENT,18072.0,7.84,0
5000, 36 months,16.32,2,4,RENT,22000.0,8.67,1
24000, 36 months,7.9,6,3,MORTGAGE,95000.0,15.23,0
35000, 36 months,15.99,3,11,MORTGAGE,140000.0,18.7,0
8725, 36 months,21.0,2,9,RENT,26000.0,23.4,1
3500, 36 months,18.39,2,4,RENT,70000.0,14.21,0
6500, 36 months,10.65,5,6,MORTGAGE,45000.0,15.41,0
3000, 36 months,11.99,5,4,RENT,74250.0,22.17,0
1800, 36 months,14.65,4,9,MORTGAGE,70000.0,16.15,0
2100, 36 months,9.99,5,7,MORTGAGE,54000.0,8.89,0
25000, 60 months,11.49,5,4,MORTGAGE,47500.0,14.12,0
3000, 36 months,5.99,6,0,MORTGAGE,80000.0,24.54,0
30000, 36 months,6.62,6,11,MORTGAGE,120000.0,13.27,0
3000, 36 months,5.42,6,5,MORTGAGE,66000.0,15.29,0
3500, 36 months,10.65,5,11,MORTGAGE,175000.0,16.49,1
2575, 36 months,20.31,3,11,RENT,45000.0,15.89,1
4000, 60 months,17.88,2,4,OWN,30000.0,2.48,1
8400, 36 months,16.78,4,6,RENT,55000.0,10.52,1
1500, 36 months,13.48,4,4,OWN,48000.0,0.63,1
28000, 36 months,13.67,5,11,MORTGAGE,104000.0,13.07,1
6150, 36 months,16.2,4,2,RENT,21600.0,26.28,1
24250, 36 months,13.92,4,11,RENT,130000.0,2.06,1
5000, 36 months,12.69,5,6,OWN,50000.0,10.97,0
13475, 60 months,16.49,3,3,MORTGAGE,31200.0,23.23,1
5200, 60 months,13.23,4,4,RENT,52000.0,6.74,1
1400, 36 months,9.99,5,5,RENT,18576.0,11.37,0
12000, 60 months,13.49,4,11,RENT,59000.0,14.05,0
10000, 36 months,12.42,5,6,MORTGAGE,65000.0,15.07,0
14000, 60 months,13.49,4,11,MORTGAGE,27840.0,10.78,1
17625, 60 months,20.3,2,7,OWN,36000.0,19.17,1
7000, 36 months,19.52,3,3,RENT,25000.0,13.52,1
10000, 36 months,12.99,4,4,RENT,38000.0,23.43,1
7800, 36 months,13.79,4,6,RENT,34000.0,21.18,1
10000, 36 months,18.85,3,1,RENT,32011.0,34.79,1
9600, 36 months,15.88,4,7,RENT,44890.0,30.29,1
5000, 36 months,13.49,4,11,RENT,60000.0,17.4,0
12000, 36 months,12.42,5,5,OWN,41600.0,13.64,0
1200, 36 months,14.11,3,3,RENT,10000.0,8.28,1
35000, 60 months,20.3,2,6,RENT,82000.0,9.15,1
16750, 36 months,13.98,4,11,RENT,60000.0,21.4,1
25000, 60 months,13.98,4,10,MORTGAGE,45000.0,15.47,1
7000, 36 months,10.74,5,7,RENT,55000.0,19.29,1
7000, 36 months,8.9,6,10,OWN,280000.0,3.22,1
30000, 36 months,7.9,6,3,MORTGAGE,120000.0,16.15,0
4000, 36 months,15.96,4,7,RENT,39000.0,21.91,0
11000, 36 months,6.99,6,9,RENT,32400.0,8.19,0
8875, 36 months,19.52,3,6,RENT,40000.0,7.27,1
20000, 36 months,6.99,6,6,RENT,162000.0,12.81,0
16000, 36 months,15.88,4,3,MORTGAGE,70000.0,11.37,1
17500, 60 months,16.49,3,6,OWN,35280.0,8.13,1
8000, 36 months,11.49,5,11,MORTGAGE,101000.0,17.48,0
24000, 60 months,16.49,3,5,RENT,90000.0,19.53,0
10000, 60 months,19.29,2,6,OWN,60000.0,22.7,0
7500, 36 months,14.27,4,5,RENT,57000.0,12.44,0
11100, 36 months,15.88,4,6,RENT,32000.0,26.36,1
18000, 36 months,7.9,6,11,RENT,56964.0,27.55,0
14000, 36 months,5.42,6,11,MORTGAGE,57000.0,28.06,0
8000, 36 months,18.43,1,4,RENT,38698.0,9.86,1
15000, 36 months,13.85,4,1,MORTGAGE,73392.0,16.24,1
18400, 36 months,5.99,6,11,MORTGAGE,100000.0,17.89,0
18800, 36 months,15.61,4,8,MORTGAGE,60000.0,7.02,1
3000, 60 months,12.99,4,7,RENT,55000.0,6.07,1
10000, 36 months,9.91,5,8,MORTGAGE,78000.0,15.42,0
14500, 60 months,15.99,3,5,MORTGAGE,24996.0,15.36,0
12000, 36 months,6.62,6,3,MORTGAGE,50000.0,16.03,0
14000, 36 months,9.91,5,0,OWN,31215.0,18.18,0
9600, 60 months,7.51,6,0,RENT,20640.0,0.25,1
4000, 36 months,6.62,6,11,MORTGAGE,47580.0,1.13,0
12000, 36 months,6.99,6,5,OWN,66500.0,7.45,0
6700, 36 months,7.66,6,1,RENT,12000.0,6.6,1
35000, 36 months,15.1,4,11,MORTGAGE,90000.0,15.26,1
2500, 36 months,9.96,5,1,RENT,18000.0,2.33,1
35000, 36 months,7.9,6,1,MORTGAGE,264000.0,2.45,0
10800, 36 months,15.88,4,11,RENT,220000.0,6.7,1
16000, 60 months,16.11,4,11,MORTGAGE,50000.0,22.8,1
6000, 36 months,12.21,5,5,MORTGAGE,26400.0,11.05,1
4200, 36 months,5.42,6,6,MORTGAGE,84000.0,7.26,0
13000, 36 months,12.69,5,7,RENT,118000.0,6.33,1
20675, 60 months,10.99,5,11,MORTGAGE,92000.0,14.95,0
35000, 60 months,20.3,2,1,MORTGAGE,130000.0,13.54,1
3000, 36 months,10.99,5,4,RENT,41000.0,3.4,0
10000, 36 months,11.99,5,2,MORTGAGE,73000.0,20.75,0
9000, 36 months,18.25,3,2,RENT,90000.0,10.04,1
3600, 36 months,11.71,5,3,OWN,20988.0,13.95,0
18825, 60 months,17.56,3,1,MORTGAGE,42000.0,14.23,1
7800, 60 months,18.3,1,11,OWN,80000.0,6.9,1
13600, 36 months,6.03,6,6,RENT,85000.0,22.94,0
18825, 60 months,24.08,1,7,MORTGAGE,42000.0,16.86,1
4200, 36 months,5.99,6,2,MORTGAGE,67000.0,8.38,0
25000, 60 months,11.86,5,7,RENT,30500.0,7.83,1
20000, 36 months,11.48,5,11,OTHER,192000.0,6.62,1
28000, 60 months,16.78,4,8,MORTGAGE,105000.0,7.6,1
7000, 36 months,14.42,3,9,RENT,45000.0,15.25,1
2100, 36 months,6.03,6,8,MORTGAGE,40000.0,1.2,0
2500, 36 months,11.99,5,6,RENT,44500.0,15.1,0
3000, 36 months,7.14,6,11,RENT,19992.0,8.04,1
6000, 36 months,10.59,5,3,RENT,35004.0,21.97,0
16500, 36 months,7.49,6,6,MORTGAGE,65000.0,9.08,0
15000, 36 months,14.65,4,11,MORTGAGE,100500.0,14.56,0
10000, 36 months,18.85,3,2,RENT,105000.0,2.77,1
3600, 36 months,11.99,5,5,RENT,48000.0,6.63,0
11500, 36 months,14.46,3,6,RENT,25200.0,13.71,1
10000, 36 months,7.51,6,11,RENT,30000.0,5.0,1
5550, 36 months,8.49,6,11,MORTGAGE,80000.0,26.89,0
1000, 36 months,10.59,4,3,MORTGAGE,33990.0,14.47,1
10000, 36 months,9.91,5,4,RENT,50000.0,9.1,0
8000, 36 months,7.9,6,1,RENT,34000.0,16.06,0
20000, 36 months,13.49,4,5,RENT,50000.0,17.16,0
20000, 36 months,14.27,4,11,RENT,95000.0,14.69,1
6000, 36 months,5.42,6,11,MORTGAGE,64000.0,1.5,0
4800, 36 months,11.71,5,4,OWN,95000.0,16.76,0
11000, 36 months,6.99,6,3,RENT,44975.0,7.12,0
23000, 36 months,13.49,4,11,RENT,80000.0,22.63,0
2250, 36 months,15.62,3,4,MORTGAGE,27600.0,20.61,1
30000, 60 months,16.77,2,11,MORTGAGE,85000.0,7.1,1
35000, 60 months,17.49,3,11,MORTGAGE,81504.0,17.24,1
25600, 36 months,12.69,5,2,RENT,120000.0,15.72,0
15550, 36 months,11.71,5,11,RENT,54000.0,23.36,0
19075, 60 months,22.2,2,5,RENT,100000.0,11.35,1
4800, 36 months,10.59,5,7,RENT,32000.0,20.21,0
9450, 36 months,12.35,5,11,OWN,36000.0,13.1,1
18750, 60 months,17.27,3,4,MORTGAGE,250000.0,11.27,0
3600, 36 months,15.23,4,3,RENT,36000.0,14.63,0
16950, 60 months,18.79,2,1,MORTGAGE,40000.0,17.01,1
7500, 60 months,18.67,1,4,MORTGAGE,57000.0,3.64,1
8000, 36 months,15.99,3,8,RENT,42000.0,11.23,0
2400, 36 months,12.99,4,5,RENT,67000.0,15.01,0
24000, 36 months,7.9,6,1,RENT,60000.0,10.16,0
7000, 60 months,16.02,3,11,MORTGAGE,40000.0,5.64,1
3600, 36 months,14.82,2,11,RENT,35000.0,13.68,1
14000, 36 months,13.8,4,6,RENT,65000.0,6.85,1
7000, 36 months,7.9,6,11,MORTGAGE,75000.0,12.61,0
20000, 36 months,7.49,6,11,MORTGAGE,90000.0,13.59,0
12000, 60 months,16.77,3,11,MORTGAGE,93000.0,19.81,1
8000, 36 months,7.49,6,11,OWN,50000.0,17.98,0
15000, 36 months,11.99,5,7,RENT,48000.0,29.2,1
10000, 36 months,5.42,6,11,MORTGAGE,150000.0,12.25,0
13500, 36 months,10.83,5,10,MORTGAGE,78000.0,11.52,1
18000, 36 months,7.9,6,10,RENT,43000.0,23.13,0
5000, 36 months,12.69,5,11,RENT,108000.0,8.36,0
11100, 60 months,17.58,3,6,OWN,30000.0,23.68,0
6000, 36 months,5.42,6,3,MORTGAGE,89000.0,21.92,0
3000, 60 months,11.99,5,9,MORTGAGE,64800.0,4.67,0
10000, 36 months,11.49,5,5,OWN,38400.0,16.44,1
30000, 36 months,12.69,5,5,RENT,84000.0,18.33,1
5000, 36 months,6.99,6,7,RENT,42000.0,27.86,0
10200, 36 months,6.62,6,4,MORTGAGE,64000.0,17.03,0
16000, 36 months,12.99,4,4,RENT,40000.0,7.59,0
11700, 36 months,11.99,5,0,RENT,33908.0,31.57,1
5000, 36 months,12.73,4,1,MORTGAGE,61000.0,15.76,1
5000, 36 months,17.49,3,6,OWN,42000.0,4.46,0
4000, 36 months,12.42,5,6,MORTGAGE,38000.0,19.64,0
4600, 36 months,13.99,4,1,RENT,24000.0,20.45,0
25000, 60 months,15.99,3,11,OWN,90000.0,8.21,1
7000, 36 months,7.49,6,5,RENT,28800.0,20.5,0
10000, 36 months,5.42,6,6,RENT,53376.0,4.5,0
30000, 36 months,6.62,6,1,RENT,80000.0,8.37,0
5500, 36 months,6.62,6,11,RENT,40000.0,20.49,0
6000, 36 months,12.99,4,9,RENT,69528.0,12.39,0
5600, 36 months,7.49,6,6,RENT,51000.0,12.52,0
2800, 36 months,12.87,4,4,MORTGAGE,45325.0,3.52,1
9600, 36 months,8.49,6,3,RENT,45000.0,4.83,0
16800, 36 months,7.51,6,5,OWN,69500.0,22.8,0
8000, 36 months,7.49,6,3,MORTGAGE,51000.0,19.08,0
6200, 36 months,11.55,5,7,RENT,45000.0,11.6,1
10000, 36 months,17.93,2,0,RENT,100000.0,18.06,1
4000, 36 months,20.31,3,1,RENT,14597.0,19.73,1
15000, 36 months,14.96,3,11,MORTGAGE,88800.0,21.57,1
8000, 36 months,7.9,6,11,RENT,70000.0,8.5,0
10000, 36 months,7.9,6,11,MORTGAGE,180000.0,10.39,0
25875, 60 months,22.06,1,11,RENT,60000.0,15.18,1
3500, 36 months,9.99,5,2,MORTGAGE,28800.0,7.38,0
20000, 60 months,12.69,5,11,MORTGAGE,67000.0,18.84,0
6000, 36 months,15.62,3,4,MORTGAGE,65000.0,10.97,0
16000, 36 months,12.69,5,6,MORTGAGE,34320.0,17.31,0
12500, 36 months,7.9,6,4,MORTGAGE,32500.0,24.15,0
