loan_amnt,term,int_rate,credit,emp_length,home_ownership,annual_inc,purpose,dti,bad_loans
2000, 36 months,15.31,C,7 years,RENT,24000.0,other,11.6,0
16500, 60 months,25.8,G,1 year,MORTGAGE,55000.0,debt_consolidation,24.68,1
13150, 36 months,16.24,C,1 year,RENT,42000.0,debt_consolidation,18.48,1
13500, 60 months,18.92,D,2 years,RENT,53000.0,debt_consolidation,22.43,0
6000, 36 months,15.61,C,1 year,RENT,31678.0,debt_consolidation,15.57,0
14075, 36 months,12.12,B,3 years,RENT,50500.0,debt_consolidation,16.37,1
30000, 60 months,23.28,F,< 1 year,MORTGAGE,100000.0,credit_card,13.67,1
35000, 60 months,15.61,D,3 years,MORTGAGE,84000.0,debt_consolidation,11.17,1
15175, 60 months,12.12,B,5 years,RENT,40000.0,debt_consolidation,17.22,1
4650, 36 months,19.22,D,< 1 year,OWN,20000.0,debt_consolidation,3.0,1
6450, 36 months,10.16,B,3 years,RENT,48000.0,home_improvement,6.85,1
14000, 36 months,18.49,D,1 year,MORTGAGE,64000.0,debt_consolidation,30.66,1
3850, 36 months,13.98,C,1 year,RENT,94000.0,debt_consolidation,17.61,0
16400, 60 months,16.24,C,5 years,MORTGAGE,55000.0,debt_consolidation,18.52,0
7000, 36 months,13.35,C,7 years,RENT,56000.0,debt_consolidation,11.59,0
3625, 36 months,23.7,F,10+ years,MORTGAGE,82656.0,medical,16.52,0
32000, 60 months,21.98,E,2 years,MORTGAGE,80000.0,credit_card,28.88,1
5500, 36 months,15.61,C,10+ years,RENT,52000.0,debt_consolidation,10.96,0
35000, 60 months,22.47,E,8 years,RENT,89000.0,debt_consolidation,10.82,1
1000, 36 months,14.99,C,10+ years,MORTGAGE,58700.0,vacation,20.84,0
16000, 36 months,14.49,C,9 years,RENT,50000.0,debt_consolidation,28.25,0
6900, 36 months,9.91,B,< 1 year,RENT,75000.0,debt_consolidation,20.1,1
29400, 60 months,21.49,E,8 years,MORTGAGE,120000.0,debt_consolidation,9.7,1
21000, 36 months,11.14,B,2 years,MORTGAGE,100000.0,debt_consolidation,8.23,1
10150, 36 months,13.98,C,7 years,RENT,54000.0,debt_consolidation,16.42,0
5750, 36 months,13.35,C,10+ years,MORTGAGE,81000.0,credit_card,9.67,0
5100, 36 months,13.65,C,10+ years,MORTGAGE,69000.0,debt_consolidation,22.43,0
10000, 60 months,15.61,D,5 years,RENT,55000.0,credit_card,20.53,0
15000, 36 months,11.99,B,10+ years,MORTGAGE,99000.0,home_improvement,11.99,0
14400, 36 months,13.11,B,10+ years,RENT,50000.0,debt_consolidation,26.09,1
14825, 36 months,12.12,B,4 years,RENT,30300.0,debt_consolidation,10.61,1
10000, 60 months,16.24,C,10+ years,MORTGAGE,43000.0,debt_consolidation,30.25,0
16875, 60 months,14.98,C,10+ years,MORTGAGE,47000.0,debt_consolidation,23.29,1
20000, 60 months,8.9,A,2 years,RENT,80000.0,debt_consolidation,12.05,0
11000, 36 months,15.8,C,1 year,RENT,45000.0,debt_consolidation,23.2,1
2200, 36 months,23.43,F,3 years,MORTGAGE,41600.0,home_improvement,4.47,0
11000, 36 months,15.31,C,10+ years,RENT,45000.0,credit_card,24.21,1
13750, 36 months,14.99,C,3 years,MORTGAGE,42000.0,debt_consolidation,28.0,0
10000, 60 months,24.5,F,10+ years,RENT,75000.0,debt_consolidation,16.06,0
2800, 36 months,14.09,B,7 years,RENT,52000.0,debt_consolidation,23.56,1
12500, 36 months,18.25,D,2 years,RENT,75000.0,debt_consolidation,20.61,0
19000, 36 months,7.9,A,10+ years,RENT,69000.0,credit_card,26.3,0
7125, 36 months,11.67,B,9 years,RENT,52000.0,debt_consolidation,12.95,0
12600, 36 months,14.47,C,4 years,RENT,62500.0,debt_consolidation,11.92,0
7000, 36 months,11.14,B,5 years,MORTGAGE,97000.0,home_improvement,9.53,1
16000, 36 months,7.9,A,10+ years,RENT,73500.0,debt_consolidation,24.31,0
10000, 36 months,12.99,B,10+ years,MORTGAGE,127433.0,debt_consolidation,25.09,0
4000, 36 months,22.47,E,10+ years,RENT,15000.0,debt_consolidation,13.04,1
7125, 36 months,18.25,D,6 years,MORTGAGE,30500.0,debt_consolidation,23.3,0
10000, 60 months,21.0,E,10+ years,MORTGAGE,58800.0,other,27.82,1
6500, 36 months,13.65,C,2 years,RENT,35000.0,debt_consolidation,11.87,0
10000, 36 months,12.99,C,9 years,MORTGAGE,100000.0,debt_consolidation,12.01,0
16000, 36 months,13.65,C,10+ years,RENT,84000.0,credit_card,17.81,0
3500, 36 months,20.5,E,2 years,RENT,50000.0,medical,25.49,1
9000, 36 months,8.9,A,2 years,MORTGAGE,46000.0,debt_consolidation,5.48,0
18675, 36 months,10.15,B,< 1 year,MORTGAGE,41600.0,credit_card,29.77,0
17000, 36 months,10.99,B,2 years,MORTGAGE,60000.0,debt_consolidation,21.76,0
10000, 36 months,9.17,B,10+ years,MORTGAGE,70000.0,debt_consolidation,7.66,0
16700, 60 months,18.24,D,1 year,RENT,42000.0,debt_consolidation,25.06,1
3325, 36 months,19.99,E,< 1 year,RENT,25334.0,debt_consolidation,11.23,0
2400, 36 months,16.59,D,3 years,RENT,55000.0,debt_consolidation,1.09,0
24075, 60 months,20.49,E,9 years,MORTGAGE,70000.0,debt_consolidation,25.75,0
8250, 36 months,15.31,C,10+ years,MORTGAGE,50000.0,debt_consolidation,20.13,1
19600, 36 months,16.29,C,8 years,RENT,49600.0,debt_consolidation,19.02,1
16000, 36 months,13.53,B,< 1 year,MORTGAGE,50000.0,home_improvement,13.03,0
12000, 36 months,11.14,B,10+ years,MORTGAGE,95000.0,debt_consolidation,16.51,1
11000, 36 months,9.67,B,10+ years,RENT,48000.0,credit_card,8.25,0
18225, 36 months,13.11,B,7 years,RENT,47000.0,small_business,5.11,1
5000, 36 months,11.71,B,2 years,RENT,18000.0,major_purchase,18.33,1
10000, 36 months,6.03,A,< 1 year,RENT,95000.0,debt_consolidation,12.58,0
12000, 36 months,19.22,D,2 years,MORTGAGE,55000.0,debt_consolidation,33.52,0
28000, 60 months,12.99,B,10+ years,MORTGAGE,95000.0,debt_consolidation,13.61,0
12375, 36 months,13.11,B,10+ years,MORTGAGE,55000.0,debt_consolidation,4.3,1
14000, 36 months,18.49,D,5 years,RENT,80000.0,medical,29.62,1
13925, 36 months,14.64,C,7 years,RENT,105000.0,debt_consolidation,13.89,0
20000, 60 months,14.16,C,8 years,OWN,54000.0,home_improvement,26.47,0
6825, 36 months,9.67,B,2 years,RENT,85000.0,credit_card,10.38,0
22000, 60 months,12.85,B,2 years,RENT,88000.0,home_improvement,6.1,0
17325, 60 months,25.83,G,1 year,RENT,50000.0,debt_consolidation,33.86,1
28200, 60 months,20.5,E,6 years,MORTGAGE,52000.0,debt_consolidation,23.82,1
6000, 36 months,10.15,B,< 1 year,MORTGAGE,50000.0,debt_consolidation,0.98,0
9000, 36 months,12.69,B,10+ years,MORTGAGE,61000.0,debt_consolidation,1.22,1
26900, 60 months,14.99,C,10+ years,OWN,65000.0,home_improvement,11.08,1
12000, 36 months,11.14,B,4 years,MORTGAGE,67000.0,debt_consolidation,12.97,1
24000, 36 months,12.99,B,7 years,RENT,70000.0,debt_consolidation,26.02,0
21000, 60 months,18.75,D,2 years,OWN,95000.0,credit_card,18.87,1
14000, 36 months,15.31,C,2 years,RENT,68800.0,debt_consolidation,14.32,0
24000, 36 months,18.55,D,10+ years,RENT,59500.0,credit_card,17.87,1
10000, 36 months,12.12,B,2 years,OWN,36000.0,debt_consolidation,24.0,1
15000, 36 months,18.25,D,10+ years,MORTGAGE,95000.0,small_business,9.26,1
20000, 36 months,20.5,E,10+ years,MORTGAGE,80000.0,debt_consolidation,26.07,0
27475, 60 months,18.24,D,10+ years,MORTGAGE,66000.0,debt_consolidation,28.84,0
3000, 36 months,6.49,A,1 year,RENT,50000.0,credit_card,11.13,0
3500, 36 months,14.49,C,8 years,MORTGAGE,42012.0,medical,0.71,0
2550, 36 months,12.12,B,10+ years,MORTGAGE,78000.0,debt_consolidation,23.77,1
3500, 36 months,8.9,A,10+ years,OWN,60000.0,debt_consolidation,17.48,0
27000, 60 months,14.47,C,7 years,RENT,220000.0,debt_consolidation,6.04,0
16000, 60 months,21.98,E,9 years,RENT,58444.0,credit_card,34.0,1
3000, 36 months,14.64,C,< 1 year,RENT,42000.0,debt_consolidation,12.57,1
3000, 36 months,10.99,B,2 years,RENT,25000.0,credit_card,5.02,0
18000, 36 months,20.49,E,7 years,MORTGAGE,55000.0,debt_consolidation,17.83,0
3000, 36 months,19.72,D,10+ years,RENT,50000.0,credit_card,5.57,1
15000, 36 months,11.99,B,6 years,OWN,70000.0,debt_consolidation,5.02,0
21250, 36 months,11.14,B,10+ years,MORTGAGE,75000.0,debt_consolidation,3.15,1
11000, 36 months,9.17,B,4 years,RENT,45000.0,credit_card,19.12,0
10750, 36 months,13.65,C,10+ years,RENT,49000.0,debt_consolidation,26.0,0
5000, 36 months,7.9,A,10+ years,RENT,100000.0,debt_consolidation,11.0,1
15000, 36 months,17.27,C,8 years,MORTGAGE,47000.0,debt_consolidation,25.61,1
14000, 36 months,7.9,A,6 years,RENT,71600.0,other,11.9,1
8000, 36 months,10.99,B,< 1 year,RENT,55000.0,credit_card,11.17,0
13000, 60 months,16.24,C,4 years,RENT,55000.0,debt_consolidation,15.99,0
28000, 60 months,23.43,F,10+ years,RENT,120000.0,debt_consolidation,11.23,1
4200, 36 months,15.31,C,< 1 year,OWN,15580.0,major_purchase,16.1,1
9275, 36 months,10.16,B,1 year,MORTGAGE,56000.0,debt_consolidation,23.77,1
20000, 60 months,14.16,C,10+ years,MORTGAGE,56000.0,debt_consolidation,24.37,0
5000, 36 months,11.99,B,1 year,RENT,25000.0,debt_consolidation,8.59,0
12000, 36 months,12.49,B,10+ years,RENT,85000.0,medical,24.68,0
20000, 36 months,18.25,D,6 years,RENT,52000.0,other,17.31,1
8000, 36 months,17.57,D,8 years,RENT,45000.0,car,14.19,0
16825, 60 months,17.27,C,10+ years,MORTGAGE,43000.0,other,8.18,1
8000, 36 months,21.48,E,10+ years,MORTGAGE,82000.0,debt_consolidation,18.86,0
20000, 36 months,10.15,B,10+ years,OWN,109000.0,debt_consolidation,12.36,0
4000, 36 months,16.59,D,10+ years,OWN,36000.0,debt_consolidation,25.47,0
19700, 36 months,17.57,D,4 years,RENT,60000.0,debt_consolidation,20.31,0
9000, 36 months,14.64,C,1 year,RENT,125000.0,debt_consolidation,16.41,1
10000, 36 months,14.33,C,5 years,RENT,35000.0,debt_consolidation,21.57,1
12000, 60 months,14.98,C,10+ years,RENT,58000.0,credit_card,8.24,0
18000, 36 months,9.17,B,7 years,MORTGAGE,105000.0,debt_consolidation,19.54,0
17000, 36 months,7.9,A,2 years,MORTGAGE,58629.0,credit_card,13.72,0
16000, 60 months,18.25,D,4 years,RENT,45000.0,wedding,23.68,1
35000, 60 months,21.67,F,10+ years,MORTGAGE,132000.0,small_business,8.86,1
15750, 36 months,12.49,B,10+ years,MORTGAGE,35000.0,debt_consolidation,27.06,0
1500, 36 months,14.64,C,10+ years,MORTGAGE,73000.0,debt_consolidation,6.56,0
7000, 36 months,12.85,B,2 years,RENT,48000.0,debt_consolidation,28.03,0
15000, 60 months,15.61,C,10+ years,OWN,45000.0,credit_card,9.44,0
12000, 36 months,7.51,A,9 years,RENT,50000.0,credit_card,5.27,1
18000, 60 months,17.57,D,7 years,MORTGAGE,51000.0,credit_card,16.66,1
15000, 36 months,7.9,A,7 years,MORTGAGE,103400.0,debt_consolidation,9.67,0
6375, 36 months,12.99,B,7 years,RENT,69000.0,debt_consolidation,15.08,0
35000, 36 months,18.49,D,4 years,MORTGAGE,90000.0,small_business,12.07,1
22000, 60 months,15.61,C,4 years,RENT,73000.0,debt_consolidation,14.43,0
12000, 60 months,23.4,E,9 years,RENT,60200.0,debt_consolidation,18.34,0
27975, 36 months,22.45,F,9 years,OWN,78000.0,credit_card,19.52,1
6600, 36 months,12.99,B,10+ years,MORTGAGE,75000.0,credit_card,17.18,0
16475, 60 months,25.8,G,5 years,OWN,55000.0,debt_consolidation,18.36,1
35000, 60 months,16.99,D,1 year,OWN,90000.0,credit_card,8.28,0
16625, 36 months,11.14,B,7 years,MORTGAGE,90000.0,debt_consolidation,5.28,1
9350, 36 months,12.49,B,10+ years,MORTGAGE,55000.0,debt_consolidation,24.29,0
24000, 60 months,13.11,B,< 1 year,MORTGAGE,117000.0,debt_consolidation,1.93,1
25000, 60 months,15.61,C,10+ years,MORTGAGE,60000.0,debt_consolidation,17.28,0
8000, 36 months,17.27,C,8 years,MORTGAGE,37000.0,wedding,13.69,1
14000, 60 months,12.99,B,6 years,MORTGAGE,47000.0,debt_consolidation,12.0,0
10175, 36 months,14.16,C,< 1 year,RENT,85000.0,credit_card,15.54,0
24000, 60 months,17.27,C,< 1 year,RENT,80000.0,credit_card,28.72,1
8400, 36 months,17.27,D,3 years,OWN,45000.0,other,6.16,1
35000, 36 months,17.27,C,1 year,OWN,100000.0,small_business,2.75,1
21000, 36 months,7.9,A,10+ years,MORTGAGE,92300.0,debt_consolidation,11.29,0
9600, 36 months,17.27,D,4 years,RENT,40000.0,debt_consolidation,23.64,1
12575, 36 months,16.29,D,10+ years,MORTGAGE,140000.0,debt_consolidation,18.79,0
15400, 36 months,13.35,C,3 years,RENT,65000.0,debt_consolidation,24.12,0
15000, 36 months,8.9,A,5 years,MORTGAGE,50000.0,credit_card,9.81,1
35000, 36 months,15.31,C,10+ years,MORTGAGE,120429.0,credit_card,26.17,0
3900, 36 months,13.11,B,7 years,RENT,29000.0,debt_consolidation,8.15,1
6000, 36 months,13.53,B,4 years,MORTGAGE,45000.0,debt_consolidation,18.69,1
13000, 60 months,12.85,B,10+ years,MORTGAGE,63000.0,debt_consolidation,7.99,0
3500, 36 months,17.57,D,8 years,OWN,45000.0,debt_consolidation,15.52,1
8650, 36 months,12.49,B,6 years,RENT,42000.0,credit_card,23.57,0
4200, 36 months,23.43,F,7 years,RENT,42000.0,vacation,3.26,0
20400, 60 months,13.11,B,6 years,RENT,92000.0,debt_consolidation,19.54,1
28000, 36 months,9.76,B,8 years,MORTGAGE,98000.0,debt_consolidation,21.26,1
30000, 60 months,21.49,E,7 years,RENT,120000.0,major_purchase,11.7,1
28000, 36 months,16.29,D,< 1 year,MORTGAGE,150000.0,debt_consolidation,22.19,0
8325, 36 months,15.31,C,10+ years,OWN,25000.0,debt_consolidation,13.87,1
15000, 60 months,14.64,C,< 1 year,MORTGAGE,40000.0,home_improvement,5.1,0
7000, 36 months,12.99,C,7 years,MORTGAGE,55000.0,debt_consolidation,3.99,0
12000, 36 months,14.98,C,8 years,RENT,49000.0,debt_consolidation,19.32,0
28000, 36 months,15.31,C,10+ years,MORTGAGE,140000.0,debt_consolidation,16.88,1
2475, 36 months,17.57,D,10+ years,MORTGAGE,31000.0,debt_consolidation,24.78,0
20000, 60 months,14.49,C,10+ years,MORTGAGE,110000.0,credit_card,13.52,0
18000, 36 months,8.39,A,< 1 year,MORTGAGE,81000.0,debt_consolidation,17.55,0
14000, 36 months,7.69,A,10+ years,RENT,48700.0,debt_consolidation,27.48,0
2400, 36 months,17.57,D,9 years,RENT,55000.0,other,14.95,0
15600, 36 months,13.67,B,10+ years,MORTGAGE,50000.0,debt_consolidation,31.54,1
10000, 36 months,7.9,A,3 years,RENT,150000.0,credit_card,13.6,1
15000, 36 months,16.29,C,10+ years,MORTGAGE,75000.0,credit_card,15.66,1
18000, 60 months,20.2,E,3 years,MORTGAGE,50000.0,debt_consolidation,19.35,1
22000, 36 months,14.09,B,10+ years,RENT,55000.0,debt_consolidation,23.17,1
35000, 60 months,14.33,C,< 1 year,MORTGAGE,150000.0,home_improvement,6.02,1
1000, 36 months,10.99,B,< 1 year,RENT,150000.0,other,2.97,0
10250, 60 months,22.9,E,10+ years,RENT,43307.0,debt_consolidation,4.52,0
4000, 36 months,23.43,F,10+ years,MORTGAGE,43000.0,home_improvement,34.02,1
4950, 36 months,12.12,B,2 years,RENT,22500.0,debt_consolidation,32.32,1
1000, 36 months,22.4,E,1 year,RENT,120000.0,moving,5.17,0
8000, 36 months,12.99,B,5 years,MORTGAGE,60000.0,major_purchase,10.08,0
25000, 36 months,6.62,A,2 years,MORTGAGE,85000.0,credit_card,20.21,0
12000, 36 months,17.27,D,5 years,RENT,50000.0,debt_consolidation,20.57,1
18000, 36 months,10.15,B,6 years,MORTGAGE,65000.0,debt_consolidation,21.62,0
20000, 36 months,17.77,D,10+ years,MORTGAGE,73000.0,debt_consolidation,27.27,1
9200, 36 months,18.75,D,3 years,RENT,27500.0,debt_consolidation,29.06,1
3075, 36 months,14.33,C,6 years,MORTGAGE,48000.0,debt_consolidation,16.4,1
6000, 36 months,14.16,C,10+ years,RENT,70000.0,car,2.4,0
18200, 60 months,23.76,F,< 1 year,RENT,55000.0,moving,19.61,1
20000, 60 months,15.31,C,3 years,RENT,47000.0,debt_consolidation,27.04,1
6000, 36 months,13.11,B,10+ years,MORTGAGE,99000.0,debt_consolidation,14.38,1
8000, 36 months,17.57,D,2 years,RENT,65000.0,debt_consolidation,17.87,0
2000, 36 months,16.99,D,6 years,MORTGAGE,70000.0,other,8.9,1
5500, 36 months,12.49,B,10+ years,RENT,53000.0,credit_card,10.69,0
15000, 36 months,10.99,B,10+ years,MORTGAGE,80000.0,debt_consolidation,21.51,0
11500, 36 months,15.61,C,5 years,RENT,100000.0,debt_consolidation,13.46,0
30000, 36 months,14.49,C,< 1 year,MORTGAGE,100000.0,debt_consolidation,17.1,0
25000, 36 months,13.35,C,10+ years,MORTGAGE,98000.0,debt_consolidation,12.8,0
7200, 36 months,17.77,D,10+ years,MORTGAGE,36000.0,credit_card,16.8,1
8500, 36 months,17.77,D,6 years,RENT,42000.0,debt_consolidation,7.83,1
28500, 60 months,21.18,E,5 years,MORTGAGE,65000.0,home_improvement,16.93,0
30000, 60 months,23.76,F,6 years,MORTGAGE,110000.0,other,10.67,1
14000, 60 months,14.64,C,10+ years,MORTGAGE,39000.0,debt_consolidation,3.17,0
9925, 36 months,13.98,C,< 1 year,MORTGAGE,40000.0,debt_consolidation,30.39,0
10500, 36 months,14.16,C,< 1 year,RENT,130000.0,other,3.56,0
15000, 60 months,14.47,C,6 years,MORTGAGE,50000.0,debt_consolidation,7.06,0
8100, 36 months,10.99,B,6 years,RENT,48150.0,debt_consolidation,16.2,0
11000, 36 months,15.31,C,10+ years,MORTGAGE,74000.0,debt_consolidation,25.82,1
35000, 60 months,17.57,D,10+ years,MORTGAGE,140000.0,debt_consolidation,8.13,1
10000, 36 months,9.67,B,9 years,OWN,39000.0,credit_card,19.57,1
20000, 60 months,23.28,F,10+ years,RENT,55000.0,credit_card,12.85,1
20000, 36 months,14.09,B,10+ years,RENT,45000.0,debt_consolidation,16.56,1
15000, 36 months,13.98,C,4 years,RENT,48000.0,debt_consolidation,21.7,0
10000, 36 months,9.67,B,10+ years,MORTGAGE,68000.0,debt_consolidation,17.88,0
7200, 36 months,18.75,D,10+ years,RENT,94606.0,debt_consolidation,12.02,1
17000, 60 months,20.49,E,2 years,RENT,80000.0,debt_consolidation,27.21,0
10000, 36 months,16.29,C,3 years,MORTGAGE,46000.0,debt_consolidation,16.59,1
6000, 36 months,12.12,B,2 years,RENT,24000.0,other,19.55,1
10000, 36 months,10.99,B,10+ years,RENT,33000.0,major_purchase,3.64,0
13000, 60 months,14.16,C,3 years,MORTGAGE,50000.0,other,10.8,0
10800, 36 months,14.33,C,10+ years,MORTGAGE,47000.0,debt_consolidation,20.66,1
21000, 60 months,14.16,C,2 years,MORTGAGE,68901.0,debt_consolidation,21.86,0
6000, 36 months,21.99,E,10+ years,MORTGAGE,67000.0,debt_consolidation,12.14,0
10000, 36 months,13.11,B,10+ years,MORTGAGE,49000.0,debt_consolidation,17.95,1
2000, 36 months,13.98,C,1 year,RENT,140000.0,other,9.36,0
12000, 36 months,11.99,B,10+ years,RENT,60000.0,debt_consolidation,8.51,0
11850, 60 months,16.29,D,7 years,MORTGAGE,34000.0,debt_consolidation,19.2,0
4500, 36 months,14.65,C,< 1 year,RENT,30000.0,debt_consolidation,22.72,1
18000, 36 months,13.11,B,5 years,OWN,52000.0,credit_card,5.77,1
17800, 36 months,12.12,B,4 years,MORTGAGE,50000.0,credit_card,32.57,1
9500, 36 months,11.99,B,10+ years,MORTGAGE,76000.0,debt_consolidation,12.32,0
6475, 36 months,17.57,D,10+ years,MORTGAGE,90000.0,debt_consolidation,13.85,0
15000, 36 months,14.98,C,10+ years,MORTGAGE,78413.0,debt_consolidation,17.89,0
20000, 36 months,14.64,C,3 years,MORTGAGE,62000.0,debt_consolidation,6.19,0
9300, 36 months,10.99,B,3 years,MORTGAGE,35000.0,credit_card,29.46,0
12000, 60 months,14.99,C,7 years,RENT,60000.0,credit_card,29.77,0
12575, 36 months,14.98,C,7 years,RENT,30000.0,credit_card,12.16,0
10300, 36 months,11.99,B,10+ years,MORTGAGE,55000.0,credit_card,4.56,0
14000, 36 months,7.12,A,8 years,MORTGAGE,90000.0,credit_card,10.23,0
8800, 36 months,18.25,D,3 years,RENT,52000.0,debt_consolidation,7.8,1
12000, 36 months,12.12,B,10+ years,RENT,57000.0,debt_consolidation,13.89,1
10000, 36 months,11.99,B,3 years,MORTGAGE,72000.0,debt_consolidation,26.3,0
16000, 36 months,12.49,B,5 years,RENT,45000.0,debt_consolidation,22.08,0
28100, 60 months,20.49,E,10+ years,RENT,64030.0,debt_consolidation,21.37,0
25000, 36 months,7.9,A,< 1 year,MORTGAGE,115000.0,major_purchase,14.48,0
10000, 36 months,13.98,C,10+ years,MORTGAGE,250000.0,debt_consolidation,6.98,0
20000, 36 months,11.99,B,2 years,MORTGAGE,74000.0,debt_consolidation,18.34,0
3200, 36 months,16.29,C,2 years,RENT,43000.0,debt_consolidation,15.93,1
28000, 36 months,13.65,C,10+ years,RENT,200000.0,credit_card,10.52,0
10000, 36 months,8.39,A,2 years,RENT,31500.0,debt_consolidation,29.83,0
14400, 36 months,10.74,B,5 years,RENT,65000.0,credit_card,23.39,1
10000, 36 months,13.11,B,6 years,RENT,30000.0,small_business,12.54,1
8500, 36 months,11.99,B,7 years,MORTGAGE,70000.0,credit_card,25.46,0
8875, 36 months,14.09,B,8 years,OWN,45500.0,credit_card,18.41,1
9000, 36 months,8.9,A,5 years,MORTGAGE,91000.0,credit_card,11.17,0
17750, 60 months,24.08,F,10+ years,RENT,55900.0,debt_consolidation,19.77,0
27575, 60 months,15.31,C,10+ years,OWN,60000.0,credit_card,29.42,1
15075, 36 months,7.62,A,9 years,MORTGAGE,140000.0,debt_consolidation,9.29,0
16000, 36 months,13.11,B,2 years,RENT,70000.0,credit_card,20.97,1
20000, 60 months,10.74,B,2 years,RENT,50000.0,credit_card,18.0,1
13750, 36 months,15.31,C,1 year,MORTGAGE,58000.0,debt_consolidation,17.54,1
7000, 36 months,12.99,B,10+ years,RENT,55000.0,credit_card,15.91,1
12500, 36 months,18.49,D,< 1 year,RENT,55000.0,debt_consolidation,27.84,1
29000, 60 months,18.99,E,10+ years,MORTGAGE,58000.0,debt_consolidation,33.0,1
21000, 60 months,16.24,C,10+ years,OWN,62550.0,debt_consolidation,19.49,1
5750, 36 months,17.57,D,2 years,RENT,45000.0,other,16.91,1
7500, 36 months,8.9,A,7 years,RENT,77000.0,credit_card,20.6,0
1400, 36 months,17.27,C,6 years,RENT,22374.0,debt_consolidation,6.11,1
7500, 36 months,14.64,C,3 years,MORTGAGE,75000.0,home_improvement,16.18,1
20000, 36 months,14.65,C,1 year,RENT,80000.0,debt_consolidation,20.46,1
12000, 36 months,14.64,C,10+ years,RENT,63000.0,debt_consolidation,17.66,0
19000, 60 months,19.72,D,3 years,RENT,43000.0,debt_consolidation,25.31,1
2500, 36 months,15.61,C,5 years,MORTGAGE,40000.0,debt_consolidation,19.56,0
6575, 36 months,12.12,B,6 years,MORTGAGE,52000.0,other,16.46,1
8000, 36 months,16.99,D,7 years,RENT,30000.0,other,27.88,0
22800, 36 months,18.75,D,10+ years,MORTGAGE,60320.0,credit_card,29.56,1
33425, 60 months,23.63,F,10+ years,RENT,67200.0,debt_consolidation,33.04,1
20000, 60 months,15.61,C,< 1 year,RENT,120000.0,car,6.97,0
18450, 36 months,18.25,D,1 year,OWN,70000.0,home_improvement,9.53,0
15500, 36 months,15.8,C,< 1 year,RENT,52000.0,debt_consolidation,25.04,1
18900, 36 months,18.55,D,10+ years,RENT,65000.0,debt_consolidation,33.67,1
9450, 36 months,17.77,D,10+ years,RENT,27087.0,debt_consolidation,10.32,1
24000, 36 months,7.62,A,7 years,MORTGAGE,83397.0,debt_consolidation,14.21,1
4000, 36 months,16.99,D,8 years,MORTGAGE,28350.0,vacation,26.67,0
35000, 60 months,19.72,D,2 years,MORTGAGE,150000.0,debt_consolidation,21.98,1
14375, 60 months,19.47,D,10+ years,RENT,36000.0,debt_consolidation,6.67,0
14000, 60 months,19.97,D,1 year,MORTGAGE,40000.0,debt_consolidation,10.92,0
12250, 36 months,15.8,C,2 years,RENT,35800.0,credit_card,21.92,1
9500, 36 months,12.49,B,10+ years,MORTGAGE,55000.0,debt_consolidation,26.69,0
14400, 36 months,6.62,A,< 1 year,RENT,40000.0,credit_card,7.77,1
5000, 36 months,13.35,C,10+ years,MORTGAGE,77661.0,major_purchase,16.55,0
5000, 36 months,20.2,E,10+ years,MORTGAGE,157000.0,debt_consolidation,6.32,0
22400, 36 months,6.03,A,10+ years,MORTGAGE,95000.0,credit_card,19.12,0
18000, 60 months,21.0,E,10+ years,RENT,50249.0,debt_consolidation,20.06,1
7000, 36 months,20.49,E,10+ years,MORTGAGE,37000.0,other,17.97,0
6000, 36 months,11.14,B,1 year,MORTGAGE,110000.0,debt_consolidation,14.17,1
32875, 60 months,19.22,D,10+ years,MORTGAGE,75000.0,debt_consolidation,17.09,0
2400, 36 months,18.24,D,< 1 year,RENT,54000.0,other,8.98,0
15000, 36 months,17.27,C,2 years,RENT,75000.0,debt_consolidation,1.74,1
6300, 36 months,13.65,C,2 years,MORTGAGE,41416.0,other,4.35,0
10000, 36 months,13.11,B,4 years,RENT,45000.0,debt_consolidation,22.48,1
5000, 36 months,13.65,C,10+ years,MORTGAGE,33500.0,debt_consolidation,15.98,1
25000, 60 months,17.77,D,9 years,MORTGAGE,65000.0,home_improvement,3.3,1
8000, 36 months,12.49,B,7 years,MORTGAGE,42000.0,credit_card,22.77,0
22000, 36 months,20.99,E,10+ years,RENT,45000.0,debt_consolidation,26.91,1
20000, 36 months,16.29,C,10+ years,MORTGAGE,75000.0,debt_consolidation,28.68,1
35000, 36 months,17.57,D,3 years,MORTGAGE,600000.0,other,15.31,1
34000, 36 months,10.99,B,5 years,RENT,110000.0,other,4.08,0
1000, 36 months,15.31,C,9 years,MORTGAGE,56060.0,debt_consolidation,28.9,0
4000, 36 months,14.65,C,1 year,RENT,46000.0,debt_consolidation,13.25,1
16000, 36 months,6.03,A,7 years,MORTGAGE,100000.0,home_improvement,24.16,0
5800, 36 months,6.03,A,1 year,RENT,50000.0,small_business,34.78,1
14800, 60 months,12.12,B,4 years,OWN,55000.0,debt_consolidation,16.49,1
3350, 36 months,12.99,B,10+ years,RENT,24000.0,credit_card,20.55,0
4200, 36 months,20.99,E,10+ years,RENT,11900.0,debt_consolidation,24.82,0
21000, 60 months,20.49,E,5 years,MORTGAGE,115000.0,debt_consolidation,16.96,0
10000, 36 months,15.8,C,10+ years,RENT,82000.0,debt_consolidation,10.45,1
2000, 36 months,20.5,E,7 years,RENT,55400.0,other,30.26,0
9875, 36 months,10.99,B,8 years,RENT,40000.0,debt_consolidation,25.02,0
